state,district,pincode,bio_age_5_17,bio_age_17_,total
Maharashtra,Aurangabad,431002,19,31,50
Maharashtra,Aurangabad,431003,16,26,42
Maharashtra,Aurangabad,431004,0,1,1
Maharashtra,Aurangabad,431005,11,30,41
Maharashtra,Aurangabad,431006,8,9,17
Maharashtra,Aurangabad,431008,17,26,43
Maharashtra,Aurangabad,431009,14,16,30
Maharashtra,Aurangabad,431101,24,37,61
Maharashtra,Aurangabad,431102,12,26,38
Maharashtra,Aurangabad,431103,44,76,120
Maharashtra,Aurangabad,431104,20,48,68
Maharashtra,Aurangabad,431105,30,55,85
Maharashtra,Aurangabad,431106,0,1,1
Maharashtra,Aurangabad,431107,29,59,88
Maharashtra,Aurangabad,431109,15,49,64
Maharashtra,Aurangabad,431110,13,27,40
Maharashtra,Aurangabad,431111,27,44,71
Maharashtra,Aurangabad,431113,20,35,55
Maharashtra,Aurangabad,431115,15,33,48
Maharashtra,Aurangabad,431116,18,38,56
Maharashtra,Aurangabad,431117,14,17,31
Maharashtra,Aurangabad,431118,14,35,49
Maharashtra,Aurangabad,431120,13,34,47
Maharashtra,Aurangabad,431121,15,27,42
Maharashtra,Aurangabad,431132,14,22,36
Maharashtra,Aurangabad,431133,28,58,86
Maharashtra,Aurangabad,431134,11,14,25
Maharashtra,Aurangabad,431135,13,21,34
Maharashtra,Aurangabad,431147,16,34,50
Maharashtra,Aurangabad,431148,9,13,22
Maharashtra,Aurangabad,431150,21,48,69
Maharashtra,Aurangabad,431151,13,18,31
Maharashtra,Beed,413207,14,21,35
Maharashtra,Beed,413229,14,14,28
Maharashtra,Beed,413249,17,20,37
Maharashtra,Beed,414202,27,27,54
Maharashtra,Beed,414203,29,36,65
Maharashtra,Beed,414204,33,28,61
Maharashtra,Beed,414205,28,33,61
Maharashtra,Beed,414208,14,15,29
Maharashtra,Beed,431123,46,66,112
Maharashtra,Beed,431124,33,39,72
Maharashtra,Beed,431125,27,31,58
Maharashtra,Beed,431126,28,37,65
Maharashtra,Beed,431127,47,58,105
Maharashtra,Beed,431128,31,41,72
Maharashtra,Beed,431129,45,48,93
Maharashtra,Beed,431130,49,58,107
Maharashtra,Beed,431131,46,69,115
Maharashtra,Beed,431142,9,10,19
Maharashtra,Beed,431143,38,41,79
Maharashtra,Beed,431144,0,1,1
Maharashtra,Beed,431515,48,69,117
Maharashtra,Beed,431517,47,86,133
Maharashtra,Beed,431518,13,19,32
Maharashtra,Beed,431519,20,56,76
Maharashtra,Beed,431520,1,1,2
Maharashtra,Beed,431523,11,19,30
Maharashtra,Beed,431530,18,34,52
Maharashtra,Bhandara,441803,20,35,55
Maharashtra,Bhandara,441804,28,65,93
Maharashtra,Bhandara,441805,12,24,36
Maharashtra,Bhandara,441806,10,20,30
Maharashtra,Bhandara,441809,17,50,67
Maharashtra,Bhandara,441903,16,52,68
Maharashtra,Bhandara,441904,28,48,76
Maharashtra,Bhandara,441905,23,67,90
Maharashtra,Bhandara,441906,24,38,62
Maharashtra,Bhandara,441907,14,25,39
Maharashtra,Bhandara,441908,14,39,53
Maharashtra,Bhandara,441909,12,26,38
Maharashtra,Bhandara,441910,29,92,121
Maharashtra,Bhandara,441912,21,35,56
Maharashtra,Bhandara,441913,8,15,23
Maharashtra,Bhandara,441914,16,45,61
Maharashtra,Bhandara,441915,16,21,37
Maharashtra,Bhandara,441924,22,66,88
Maharashtra,Bid,431122,126,140,266
Maharashtra,Buldhana,443001,46,69,115
Maharashtra,Buldhana,443101,33,56,89
Maharashtra,Buldhana,444203,24,47,71
Maharashtra,Buldhana,444303,37,76,113
Maharashtra,Buldhana,443102,12,22,34
Maharashtra,Buldhana,443103,27,38,65
Maharashtra,Buldhana,443104,14,16,30
Maharashtra,Buldhana,443106,22,29,51
Maharashtra,Buldhana,443112,7,13,20
Maharashtra,Buldhana,443201,44,84,128
Maharashtra,Buldhana,443202,18,34,52
Maharashtra,Buldhana,443203,15,19,34
Maharashtra,Buldhana,443204,11,16,27
Maharashtra,Buldhana,443206,10,23,33
Maharashtra,Buldhana,443301,39,91,130
Maharashtra,Buldhana,443302,24,67,91
Maharashtra,Buldhana,443303,14,21,35
Maharashtra,Buldhana,443304,13,17,30
Maharashtra,Buldhana,443308,11,15,26
Maharashtra,Buldhana,443401,8,20,28
Maharashtra,Buldhana,443402,29,59,88
Maharashtra,Buldhana,443403,16,52,68
Maharashtra,Buldhana,443404,22,42,64
Maharashtra,Buldhana,444201,8,17,25
Maharashtra,Buldhana,444202,6,16,22
Maharashtra,Buldhana,444204,22,70,92
Maharashtra,Buldhana,444301,11,15,26
Maharashtra,Buldhana,444304,3,10,13
Maharashtra,Buldhana,444306,8,17,25
Maharashtra,Buldhana,444312,7,11,18
Maharashtra,Chandrapur,441205,16,36,52
Maharashtra,Chandrapur,441206,56,116,172
Maharashtra,Chandrapur,441212,9,40,49
Maharashtra,Chandrapur,441215,19,50,69
Maharashtra,Chandrapur,441221,25,74,99
Maharashtra,Chandrapur,441222,22,75,97
Maharashtra,Chandrapur,441223,17,55,72
Maharashtra,Chandrapur,441224,35,104,139
Maharashtra,Chandrapur,441225,29,74,103
Maharashtra,Chandrapur,441228,13,41,54
Maharashtra,Chandrapur,442401,114,141,255
Maharashtra,Chandrapur,442402,2,12,14
Maharashtra,Chandrapur,442403,2,8,10
Maharashtra,Chandrapur,442404,17,25,42
Maharashtra,Chandrapur,442406,12,20,32
Maharashtra,Chandrapur,442501,4,3,7
Maharashtra,Chandrapur,442502,3,4,7
Maharashtra,Chandrapur,442503,7,14,21
Maharashtra,Chandrapur,442505,19,27,46
Maharashtra,Chandrapur,442507,3,6,9
Maharashtra,Chandrapur,442701,41,85,126
Maharashtra,Chandrapur,442702,41,84,125
Maharashtra,Chandrapur,442901,4,4,8
Maharashtra,Chandrapur,442902,30,58,88
Maharashtra,Chandrapur,442903,39,120,159
Maharashtra,Chandrapur,442904,16,48,64
Maharashtra,Chandrapur,442905,46,128,174
Maharashtra,Chandrapur,442906,35,92,127
Maharashtra,Chandrapur,442907,42,105,147
Maharashtra,Chandrapur,442908,49,78,127
Maharashtra,Chandrapur,442914,8,25,33
Maharashtra,Chandrapur,442916,17,33,50
Maharashtra,Chandrapur,442917,7,14,21
Maharashtra,Chatrapati Sambhaji Nagar,431001,110,215,325
Maharashtra,Chhatrapati Sambhajinagar,431010,0,1,1
Maharashtra,Chhatrapati Sambhajinagar,431136,29,36,65
Maharashtra,Dhule,424001,102,112,214
Maharashtra,Dhule,424002,58,96,154
Maharashtra,Dhule,424004,2,2,4
Maharashtra,Dhule,424005,15,20,35
Maharashtra,Dhule,424006,19,43,62
Maharashtra,Dhule,424301,17,31,48
Maharashtra,Dhule,424302,20,49,69
Maharashtra,Dhule,424303,13,32,45
Maharashtra,Dhule,424304,78,228,306
Maharashtra,Dhule,424305,37,89,126
Maharashtra,Dhule,424306,70,197,267
Maharashtra,Dhule,424307,24,50,74
Maharashtra,Dhule,424308,18,40,58
Maharashtra,Dhule,424309,11,26,37
Maharashtra,Dhule,424310,12,33,45
Maharashtra,Dhule,424311,23,38,61
Maharashtra,Dhule,424318,8,14,22
Maharashtra,Dhule,425403,5,11,16
Maharashtra,Dhule,425404,9,18,27
Maharashtra,Dhule,425405,138,130,268
Maharashtra,Dhule,425406,23,33,56
Maharashtra,Dhule,425407,13,33,46
Maharashtra,Dhule,425421,18,18,36
Maharashtra,Dhule,425427,29,35,64
Maharashtra,Dhule,425428,53,37,90
Maharashtra,Gadchiroli,441207,19,46,65
Maharashtra,Gadchiroli,441208,22,42,64
Maharashtra,Gadchiroli,441209,30,93,123
Maharashtra,Gadchiroli,441217,18,56,74
Maharashtra,Gadchiroli,442504,35,92,127
Maharashtra,Gadchiroli,442603,42,141,183
Maharashtra,Gadchiroli,442604,13,42,55
Maharashtra,Gadchiroli,442605,53,137,190
Maharashtra,Gadchiroli,442606,40,121,161
Maharashtra,Gadchiroli,442703,13,26,39
Maharashtra,Gadchiroli,442704,45,128,173
Maharashtra,Gadchiroli,442705,29,68,97
Maharashtra,Gadchiroli,442707,30,68,98
Maharashtra,Gadchiroli,442709,19,54,73
Maharashtra,Gadchiroli,442710,31,46,77
Maharashtra,Gondia,441601,30,42,72
Maharashtra,Gondia,441614,29,50,79
Maharashtra,Gondia,441701,9,19,28
Maharashtra,Gondia,441702,10,24,34
Maharashtra,Gondia,441801,17,31,48
Maharashtra,Gondia,441802,31,49,80
Maharashtra,Gondia,441807,19,32,51
Maharashtra,Gondia,441901,13,30,43
Maharashtra,Gondia,441902,28,44,72
Maharashtra,Gondia,441911,31,63,94
Maharashtra,Gondia,441916,14,20,34
Maharashtra,Hingoli,431509,59,78,137
Maharashtra,Hingoli,431512,59,64,123
Maharashtra,Hingoli,431513,105,185,290
Maharashtra,Hingoli,431542,48,89,137
Maharashtra,Hingoli,431701,74,119,193
Maharashtra,Hingoli,431702,59,98,157
Maharashtra,Hingoli,431703,31,52,83
Maharashtra,Hingoli,431705,78,130,208
Maharashtra,Jalgaon,424101,81,183,264
Maharashtra,Jalgaon,424102,9,26,35
Maharashtra,Jalgaon,424103,15,44,59
Maharashtra,Jalgaon,424104,15,33,48
Maharashtra,Jalgaon,424105,30,85,115
Maharashtra,Jalgaon,424106,24,63,87
Maharashtra,Jalgaon,424107,5,14,19
Maharashtra,Jalgaon,424108,13,42,55
Maharashtra,Jalgaon,424116,14,36,50
Maharashtra,Jalgaon,424201,56,122,178
Maharashtra,Jalgaon,424202,24,37,61
Maharashtra,Jalgaon,424203,11,27,38
Maharashtra,Jalgaon,424204,21,43,64
Maharashtra,Jalgaon,424205,24,38,62
Maharashtra,Jalgaon,424206,77,114,191
Maharashtra,Jalgaon,424207,23,39,62
Maharashtra,Jalgaon,424209,16,32,48
Maharashtra,Jalgaon,425001,161,196,357
Maharashtra,Jalgaon,425002,70,101,171
Maharashtra,Jalgaon,425003,22,34,56
Maharashtra,Jalgaon,425101,8,8,16
Maharashtra,Jalgaon,425102,6,6,12
Maharashtra,Jalgaon,425103,34,67,101
Maharashtra,Jalgaon,425104,11,28,39
Maharashtra,Jalgaon,425105,42,69,111
Maharashtra,Jalgaon,425106,1,0,1
Maharashtra,Jalgaon,425107,91,155,246
Maharashtra,Jalgaon,425108,16,24,40
Maharashtra,Jalgaon,425109,39,85,124
Maharashtra,Jalgaon,425110,25,51,76
Maharashtra,Jalgaon,425111,54,156,210
Maharashtra,Jalgaon,425112,2,5,7
Maharashtra,Jalgaon,425113,11,23,34
Maharashtra,Jalgaon,425114,25,46,71
Maharashtra,Jalgaon,425115,15,18,33
Maharashtra,Jalgaon,425116,13,14,27
Maharashtra,Jalgaon,425121,0,1,1
Maharashtra,Jalgaon,425127,21,50,71
Maharashtra,Jalgaon,425201,83,76,159
Maharashtra,Jalgaon,425203,7,7,14
Maharashtra,Jalgaon,425301,37,80,117
Maharashtra,Jalgaon,425302,35,66,101
Maharashtra,Jalgaon,425303,32,53,85
Maharashtra,Jalgaon,425304,12,23,35
Maharashtra,Jalgaon,425305,25,36,61
Maharashtra,Jalgaon,425306,47,128,175
Maharashtra,Jalgaon,425307,14,11,25
Maharashtra,Jalgaon,425308,5,7,12
Maharashtra,Jalgaon,425309,18,22,40
Maharashtra,Jalgaon,425310,48,82,130
Maharashtra,Jalgaon,425311,15,23,38
Maharashtra,Jalgaon,425318,0,1,1
Maharashtra,Jalgaon,425327,0,1,1
Maharashtra,Jalgaon,425401,87,181,268
Maharashtra,Jalgaon,425402,5,14,19
Maharashtra,Jalgaon,425420,6,14,20
Maharashtra,Jalgaon,425434,0,1,1
Maharashtra,Jalgaon,425501,8,8,16
Maharashtra,Jalgaon,425502,21,33,54
Maharashtra,Jalgaon,425503,37,53,90
Maharashtra,Jalgaon,425504,24,39,63
Maharashtra,Jalgaon,425505,7,11,18
Maharashtra,Jalgaon,425506,7,12,19
Maharashtra,Jalgaon,425507,14,24,38
Maharashtra,Jalgaon,425508,67,100,167
Maharashtra,Jalgaon,425524,7,10,17
Maharashtra,Jalna,431007,25,37,62
Maharashtra,Jalna,431112,37,51,88
Maharashtra,Jalna,431114,73,88,161
Maharashtra,Jalna,431137,11,20,31
Maharashtra,Jalna,431202,28,60,88
Maharashtra,Jalna,431203,152,259,411
Maharashtra,Jalna,431204,64,133,197
Maharashtra,Jalna,431205,14,23,37
Maharashtra,Jalna,431206,41,56,97
Maharashtra,Jalna,431207,23,40,63
Maharashtra,Jalna,431208,26,43,69
Maharashtra,Jalna,431209,32,74,106
Maharashtra,Jalna,431211,28,71,99
Maharashtra,Jalna,431212,22,27,49
Maharashtra,Jalna,431213,76,122,198
Maharashtra,Jalna,431501,43,80,123
Maharashtra,Jalna,431502,10,8,18
Maharashtra,Jalna,431504,52,98,150
Maharashtra,Jalna,431507,27,30,57
Maharashtra,Kolhapur,415101,19,29,48
Maharashtra,Kolhapur,416001,45,53,98
Maharashtra,Kolhapur,416002,21,24,45
Maharashtra,Kolhapur,416003,23,29,52
Maharashtra,Kolhapur,416004,10,8,18
Maharashtra,Kolhapur,416005,34,36,70
Maharashtra,Kolhapur,416006,12,14,26
Maharashtra,Kolhapur,416007,17,16,33
Maharashtra,Kolhapur,416008,29,26,55
Maharashtra,Kolhapur,416010,28,31,59
Maharashtra,Kolhapur,416011,0,1,1
Maharashtra,Kolhapur,416012,54,54,108
Maharashtra,Kolhapur,416013,16,14,30
Maharashtra,Kolhapur,416101,35,48,83
Maharashtra,Kolhapur,416102,10,17,27
Maharashtra,Kolhapur,416103,14,14,28
Maharashtra,Kolhapur,416104,8,8,16
Maharashtra,Kolhapur,416105,4,6,10
Maharashtra,Kolhapur,416106,16,19,35
Maharashtra,Kolhapur,416107,5,8,13
Maharashtra,Kolhapur,416108,5,5,10
Maharashtra,Kolhapur,416109,24,33,57
Maharashtra,Kolhapur,416110,6,7,13
Maharashtra,Kolhapur,416111,9,11,20
Maharashtra,Kolhapur,416112,36,53,89
Maharashtra,Kolhapur,416113,11,16,27
Maharashtra,Kolhapur,416114,13,29,42
Maharashtra,Kolhapur,416115,85,152,237
Maharashtra,Kolhapur,416116,32,45,77
Maharashtra,Kolhapur,416117,3,7,10
Maharashtra,Kolhapur,416118,19,20,39
Maharashtra,Kolhapur,416119,18,14,32
Maharashtra,Kolhapur,416120,7,7,14
Maharashtra,Kolhapur,416121,22,36,58
Maharashtra,Kolhapur,416122,31,40,71
Maharashtra,Kolhapur,416143,9,24,33
Maharashtra,Kolhapur,416144,1,0,1
Maharashtra,Kolhapur,416146,5,6,11
Maharashtra,Kolhapur,416201,3,7,10
Maharashtra,Kolhapur,416202,20,24,44
Maharashtra,Kolhapur,416203,20,34,54
Maharashtra,Kolhapur,416204,10,11,21
Maharashtra,Kolhapur,416205,45,66,111
Maharashtra,Kolhapur,416206,22,14,36
Maharashtra,Kolhapur,416207,15,20,35
Maharashtra,Kolhapur,416208,16,17,33
Maharashtra,Kolhapur,416209,38,37,75
Maharashtra,Kolhapur,416210,20,14,34
Maharashtra,Kolhapur,416211,38,48,86
Maharashtra,Kolhapur,416212,21,22,43
Maharashtra,Kolhapur,416213,23,30,53
Maharashtra,Kolhapur,416214,19,37,56
Maharashtra,Kolhapur,416215,5,6,11
Maharashtra,Kolhapur,416216,32,32,64
Maharashtra,Kolhapur,416218,16,19,35
Maharashtra,Kolhapur,416219,19,24,43
Maharashtra,Kolhapur,416220,13,16,29
Maharashtra,Kolhapur,416221,14,17,31
Maharashtra,Kolhapur,416223,12,11,23
Maharashtra,Kolhapur,416229,24,34,58
Maharashtra,Kolhapur,416230,13,25,38
Maharashtra,Kolhapur,416231,3,3,6
Maharashtra,Kolhapur,416232,7,7,14
Maharashtra,Kolhapur,416234,12,12,24
Maharashtra,Kolhapur,416235,19,17,36
Maharashtra,Kolhapur,416236,5,7,12
Maharashtra,Kolhapur,416501,14,18,32
Maharashtra,Kolhapur,416502,26,34,60
Maharashtra,Kolhapur,416503,7,10,17
Maharashtra,Kolhapur,416504,12,14,26
Maharashtra,Kolhapur,416505,24,28,52
Maharashtra,Kolhapur,416506,10,19,29
Maharashtra,Kolhapur,416507,29,42,71
Maharashtra,Kolhapur,416508,19,28,47
Maharashtra,Kolhapur,416509,29,44,73
Maharashtra,Kolhapur,416526,11,9,20
Maharashtra,Kolhapur,416527,2,3,5
Maharashtra,Kolhapur,416551,7,15,22
Maharashtra,Kolhapur,416552,9,16,25
Maharashtra,Latur,413510,9,21,30
Maharashtra,Latur,413511,25,60,85
Maharashtra,Latur,413512,136,227,363
Maharashtra,Latur,413513,28,62,90
Maharashtra,Latur,413514,30,62,92
Maharashtra,Latur,413515,50,79,129
Maharashtra,Latur,413516,25,58,83
Maharashtra,Latur,413517,86,185,271
Maharashtra,Latur,413518,17,43,60
Maharashtra,Latur,413519,34,52,86
Maharashtra,Latur,413520,63,178,241
Maharashtra,Latur,413521,57,174,231
Maharashtra,Latur,413522,25,81,106
Maharashtra,Latur,413523,14,27,41
Maharashtra,Latur,413524,15,31,46
Maharashtra,Latur,413527,36,89,125
Maharashtra,Latur,413529,14,30,44
Maharashtra,Latur,413530,18,64,82
Maharashtra,Latur,413531,66,172,238
Maharashtra,Latur,413532,20,68,88
Maharashtra,Latur,413544,23,61,84
Maharashtra,Latur,413581,8,9,17
Maharashtra,Latur,413607,20,60,80
Maharashtra,Latur,431522,16,43,59
Maharashtra,Mumbai,400003,8,11,19
Maharashtra,Mumbai,400004,10,14,24
Maharashtra,Mumbai,400005,11,16,27
Maharashtra,Mumbai,400013,11,15,26
Maharashtra,Mumbai,400016,15,19,34
Maharashtra,Mumbai,400020,1,1,2
Maharashtra,Mumbai,400021,1,1,2
Maharashtra,Mumbai,400023,0,1,1
Maharashtra,Mumbai,400024,7,15,22
Maharashtra,Mumbai,400027,3,4,7
Maharashtra,Mumbai,400029,8,9,17
Maharashtra,Mumbai,400030,7,10,17
Maharashtra,Mumbai,400032,1,1,2
Maharashtra,Mumbai,400035,0,1,1
Maharashtra,Mumbai,400036,0,1,1
Maharashtra,Mumbai,400037,31,51,82
Maharashtra,Mumbai,400038,1,0,1
Maharashtra,Mumbai,400042,13,15,28
Maharashtra,Mumbai,400049,4,8,12
Maharashtra,Mumbai,400050,15,37,52
Maharashtra,Mumbai,400053,12,20,32
Maharashtra,Mumbai,400055,29,46,75
Maharashtra,Mumbai,400056,8,11,19
Maharashtra,Mumbai,400057,7,9,16
Maharashtra,Mumbai,400058,17,26,43
Maharashtra,Mumbai,400059,14,21,35
Maharashtra,Mumbai,400060,22,40,62
Maharashtra,Mumbai,400061,8,15,23
Maharashtra,Mumbai,400062,0,1,1
Maharashtra,Mumbai,400063,10,16,26
Maharashtra,Mumbai,400064,12,19,31
Maharashtra,Mumbai,400065,14,23,37
Maharashtra,Mumbai,400067,34,57,91
Maharashtra,Mumbai,400068,24,46,70
Maharashtra,Mumbai,400069,10,17,27
Maharashtra,Mumbai,400075,10,15,25
Maharashtra,Mumbai,400076,8,10,18
Maharashtra,Mumbai,400077,9,12,21
Maharashtra,Mumbai,400083,18,34,52
Maharashtra,Mumbai,400085,0,1,1
Maharashtra,Mumbai,400086,26,32,58
Maharashtra,Mumbai,400089,10,17,27
Maharashtra,Mumbai,400090,0,2,2
Maharashtra,Mumbai,400093,17,29,46
Maharashtra,Mumbai,400095,23,46,69
Maharashtra,Mumbai,400096,1,0,1
Maharashtra,Mumbai,400098,5,7,12
Maharashtra,Mumbai,400613,0,1,1
Maharashtra,Mumbai,401210,0,1,1
Maharashtra,Mumbai City,400001,3,5,8
Maharashtra,Mumbai City,400002,6,10,16
Maharashtra,Mumbai City,400006,4,6,10
Maharashtra,Mumbai City,400007,4,6,10
Maharashtra,Mumbai City,400008,21,32,53
Maharashtra,Mumbai City,400009,10,13,23
Maharashtra,Mumbai City,400010,12,14,26
Maharashtra,Mumbai City,400011,13,24,37
Maharashtra,Mumbai City,400012,15,20,35
Maharashtra,Mumbai City,400014,6,8,14
Maharashtra,Mumbai City,400015,11,17,28
Maharashtra,Mumbai City,400017,39,62,101
Maharashtra,Mumbai City,400018,15,19,34
Maharashtra,Mumbai City,400019,9,13,22
Maharashtra,Mumbai City,400022,16,30,46
Maharashtra,Mumbai City,400025,8,10,18
Maharashtra,Mumbai City,400026,3,5,8
Maharashtra,Mumbai City,400028,8,15,23
Maharashtra,Mumbai City,400031,6,10,16
Maharashtra,Mumbai City,400033,9,11,20
Maharashtra,Mumbai City,400034,7,9,16
Maharashtra,Mumbai City,400039,0,1,1
Maharashtra,Mumbai Suburban,400043,64,106,170
Maharashtra,Mumbai Suburban,400051,31,51,82
Maharashtra,Mumbai Suburban,400052,8,15,23
Maharashtra,Mumbai Suburban,400054,9,15,24
Maharashtra,Mumbai Suburban,400066,21,27,48
Maharashtra,Mumbai Suburban,400070,47,66,113
Maharashtra,Mumbai Suburban,400071,18,28,46
Maharashtra,Mumbai Suburban,400072,40,53,93
Maharashtra,Mumbai Suburban,400074,18,27,45
Maharashtra,Mumbai Suburban,400078,32,36,68
Maharashtra,Mumbai Suburban,400079,10,15,25
Maharashtra,Mumbai Suburban,400080,16,23,39
Maharashtra,Mumbai Suburban,400081,9,10,19
Maharashtra,Mumbai Suburban,400082,4,6,10
Maharashtra,Mumbai Suburban,400084,12,14,26
Maharashtra,Mumbai Suburban,400087,5,6,11
Maharashtra,Mumbai Suburban,400088,18,28,46
Maharashtra,Mumbai Suburban,400091,6,11,17
Maharashtra,Mumbai Suburban,400092,13,23,36
Maharashtra,Mumbai Suburban,400094,4,3,7
Maharashtra,Mumbai Suburban,400097,33,56,89
Maharashtra,Mumbai Suburban,400099,10,13,23
Maharashtra,Mumbai Suburban,400101,33,56,89
Maharashtra,Mumbai Suburban,400102,19,32,51
Maharashtra,Mumbai Suburban,400103,7,12,19
Maharashtra,Mumbai Suburban,400104,28,41,69
Maharashtra,Nagpur,440001,12,25,37
Maharashtra,Nagpur,440002,43,71,114
Maharashtra,Nagpur,440003,8,16,24
Maharashtra,Nagpur,440004,5,11,16
Maharashtra,Nagpur,440005,2,4,6
Maharashtra,Nagpur,440006,6,9,15
Maharashtra,Nagpur,440007,3,5,8
Maharashtra,Nagpur,440008,47,106,153
Maharashtra,Nagpur,440009,45,79,124
Maharashtra,Nagpur,440010,14,28,42
Maharashtra,Nagpur,440012,7,11,18
Maharashtra,Nagpur,440013,33,62,95
Maharashtra,Nagpur,440014,25,45,70
Maharashtra,Nagpur,440015,15,26,41
Maharashtra,Nagpur,440016,17,29,46
Maharashtra,Nagpur,440017,51,102,153
Maharashtra,Nagpur,440018,37,66,103
Maharashtra,Nagpur,440019,3,6,9
Maharashtra,Nagpur,440020,1,1,2
Maharashtra,Nagpur,440021,2,2,4
Maharashtra,Nagpur,440022,21,37,58
Maharashtra,Nagpur,440023,46,94,140
Maharashtra,Nagpur,440024,40,66,106
Maharashtra,Nagpur,440025,11,23,34
Maharashtra,Nagpur,440026,50,93,143
Maharashtra,Nagpur,440027,37,70,107
Maharashtra,Nagpur,440028,0,1,1
Maharashtra,Nagpur,440029,0,1,1
Maharashtra,Nagpur,440030,18,32,50
Maharashtra,Nagpur,440032,14,18,32
Maharashtra,Nagpur,440033,7,11,18
Maharashtra,Nagpur,440034,61,87,148
Maharashtra,Nagpur,440035,53,73,126
Maharashtra,Nagpur,440036,9,16,25
Maharashtra,Nagpur,440037,3,6,9
Maharashtra,Nagpur,441001,7,12,19
Maharashtra,Nagpur,441002,36,69,105
Maharashtra,Nagpur,441101,13,31,44
Maharashtra,Nagpur,441102,18,29,47
Maharashtra,Nagpur,441103,14,53,67
Maharashtra,Nagpur,441104,21,50,71
Maharashtra,Nagpur,441105,13,31,44
Maharashtra,Nagpur,441106,38,104,142
Maharashtra,Nagpur,441107,25,46,71
Maharashtra,Nagpur,441108,40,88,128
Maharashtra,Nagpur,441109,5,7,12
Maharashtra,Nagpur,441110,28,70,98
Maharashtra,Nagpur,441111,23,41,64
Maharashtra,Nagpur,441112,7,14,21
Maharashtra,Nagpur,441113,14,28,42
Maharashtra,Nagpur,441122,12,24,36
Maharashtra,Nagpur,441123,0,1,1
Maharashtra,Nagpur,441201,17,50,67
Maharashtra,Nagpur,441202,26,64,90
Maharashtra,Nagpur,441203,30,98,128
Maharashtra,Nagpur,441204,14,38,52
Maharashtra,Nagpur,441210,22,81,103
Maharashtra,Nagpur,441214,8,30,38
Maharashtra,Nagpur,441301,11,42,53
Maharashtra,Nagpur,441302,24,72,96
Maharashtra,Nagpur,441303,5,12,17
Maharashtra,Nagpur,441304,14,49,63
Maharashtra,Nagpur,441305,11,40,51
Maharashtra,Nagpur,441306,11,38,49
Maharashtra,Nagpur,441401,30,89,119
Maharashtra,Nagpur,441404,6,12,18
Maharashtra,Nagpur,441501,27,33,60
Maharashtra,Nagpur,441502,10,17,27
Maharashtra,Nanded,431505,28,49,77
Maharashtra,Nanded,431601,96,84,180
Maharashtra,Nanded,431602,46,99,145
Maharashtra,Nanded,431603,33,48,81
Maharashtra,Nanded,431604,70,84,154
Maharashtra,Nanded,431605,67,85,152
Maharashtra,Nanded,431606,4,12,16
Maharashtra,Nanded,431646,16,35,51
Maharashtra,Nanded,431704,51,59,110
Maharashtra,Nanded,431707,21,49,70
Maharashtra,Nanded,431708,67,153,220
Maharashtra,Nanded,431709,58,129,187
Maharashtra,Nanded,431710,32,78,110
Maharashtra,Nanded,431711,10,19,29
Maharashtra,Nanded,431712,119,178,297
Maharashtra,Nanded,431713,5,9,14
Maharashtra,Nanded,431714,85,173,258
Maharashtra,Nanded,431715,91,199,290
Maharashtra,Nanded,431716,8,14,22
Maharashtra,Nanded,431717,36,57,93
Maharashtra,Nanded,431718,15,26,41
Maharashtra,Nanded,431719,5,12,17
Maharashtra,Nanded,431721,54,91,145
Maharashtra,Nanded,431722,9,27,36
Maharashtra,Nanded,431723,19,39,58
Maharashtra,Nanded,431731,5,9,14
Maharashtra,Nanded,431736,1,1,2
Maharashtra,Nanded,431741,12,30,42
Maharashtra,Nanded,431742,24,47,71
Maharashtra,Nanded,431743,6,21,27
Maharashtra,Nanded,431745,13,15,28
Maharashtra,Nanded,431746,0,1,1
Maharashtra,Nanded,431750,8,10,18
Maharashtra,Nanded,431801,76,118,194
Maharashtra,Nanded,431802,49,69,118
Maharashtra,Nanded,431803,11,34,45
Maharashtra,Nanded,431804,68,125,193
Maharashtra,Nanded,431805,51,88,139
Maharashtra,Nanded,431806,66,71,137
Maharashtra,Nanded,431807,15,61,76
Maharashtra,Nanded,431808,15,26,41
Maharashtra,Nanded,431809,36,66,102
Maharashtra,Nanded,431810,3,13,16
Maharashtra,Nanded,431811,2,8,10
Maharashtra,Nandurbar,425408,28,53,81
Maharashtra,Nandurbar,425409,29,75,104
Maharashtra,Nandurbar,425410,5,14,19
Maharashtra,Nandurbar,425411,14,32,46
Maharashtra,Nandurbar,425412,71,124,195
Maharashtra,Nandurbar,425413,38,86,124
Maharashtra,Nandurbar,425414,74,128,202
Maharashtra,Nandurbar,425415,21,34,55
Maharashtra,Nandurbar,425416,28,56,84
Maharashtra,Nandurbar,425417,19,34,53
Maharashtra,Nandurbar,425418,23,36,59
Maharashtra,Nandurbar,425419,36,88,124
Maharashtra,Nandurbar,425422,15,31,46
Maharashtra,Nandurbar,425423,12,39,51
Maharashtra,Nandurbar,425424,7,21,28
Maharashtra,Nandurbar,425426,20,26,46
Maharashtra,Nandurbar,425432,44,105,149
Maharashtra,Nandurbar,425442,18,56,74
Maharashtra,Nandurbar,425444,31,58,89
Maharashtra,Nandurbar,425452,42,71,113
Maharashtra,Nashik,422001,38,59,97
Maharashtra,Nashik,422002,9,17,26
Maharashtra,Nashik,422003,120,201,321
Maharashtra,Nashik,422004,28,58,86
Maharashtra,Nashik,422005,7,13,20
